Paper_ID,Condition_ID,Row_Role,Field,Value,Declared_unit,Consistency_Status,Method_or_origin,Temperature_association,Condition_association,Review_note,Requires_manual_review
P010,P010_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P010_C01,Numeric value in canonical declared unit,False
P010,P010_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P010_C01,Numeric value in canonical declared unit,False
P010,P010_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P010_C02,Numeric value in canonical declared unit,False
P010,P010_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P010_C02,Numeric value in canonical declared unit,False
P010,P010_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P010_C03,Numeric value in canonical declared unit,False
P010,P010_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P010_C03,Numeric value in canonical declared unit,False
P009,P009_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,293,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,293,P009_C01,Numeric value in canonical declared unit,False
P009,P009_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,293,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,293,P009_C02,Numeric value in canonical declared unit,False
P009,P009_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,293,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,293,P009_C03,Numeric value in canonical declared unit,False
P009,P009_C04,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,293,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,293,P009_C04,Numeric value in canonical declared unit,False
P009,P009_C05,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,293,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,293,P009_C05,Numeric value in canonical declared unit,False
P009,P009_C06,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,293,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,293,P009_C06,Numeric value in canonical declared unit,False
P009,P009_C07,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,293,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,293,P009_C07,Numeric value in canonical declared unit,False
P011,P011_C01,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C01,Numeric value in canonical declared unit,False
P011,P011_C01,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C01,Numeric value in canonical declared unit,False
P011,P011_C02,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C02,Numeric value in canonical declared unit,False
P011,P011_C02,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C02,Numeric value in canonical declared unit,False
P011,P011_C03,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C03,Numeric value in canonical declared unit,False
P011,P011_C03,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C03,Numeric value in canonical declared unit,False
P011,P011_C03,EXPERIMENTAL_INDEPENDENT,YS_MPa,287,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C03,Numeric value in canonical declared unit,False
P011,P011_C03,EXPERIMENTAL_INDEPENDENT,UTS_MPa,745,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C03,Numeric value in canonical declared unit,False
P011,P011_C04,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C04,Numeric value in canonical declared unit,False
P011,P011_C04,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P011_C04,Numeric value in canonical declared unit,False
P011,P011_C05,EXPERIMENTAL_INDEPENDENT,Test_T_K,77,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,77,P011_C05,Numeric value in canonical declared unit,False
P011,P011_C05,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,77,P011_C05,Numeric value in canonical declared unit,False
P011,P011_C05,EXPERIMENTAL_INDEPENDENT,YS_MPa,490,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,77,P011_C05,Numeric value in canonical declared unit,False
P011,P011_C05,EXPERIMENTAL_INDEPENDENT,UTS_MPa,1107,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,77,P011_C05,Numeric value in canonical declared unit,False
P012,P012_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P012_C01,Numeric value in canonical declared unit,False
P012,P012_C01,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P012_C01,Numeric value in canonical declared unit,False
P012,P012_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,77,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C02,Numeric value in canonical declared unit,False
P012,P012_C02,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C02,Numeric value in canonical declared unit,False
P012,P012_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P012_C03,Numeric value in canonical declared unit,False
P012,P012_C03,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P012_C03,Numeric value in canonical declared unit,False
P012,P012_C04,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,77,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C04,Numeric value in canonical declared unit,False
P012,P012_C04,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C04,Numeric value in canonical declared unit,False
P012,P012_C04,HYBRID_EXPERIMENTAL_COMPUTATIONAL,UTS_MPa,1022,MPa,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C04,Numeric value in canonical declared unit,False
P012,P012_C04,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Elongation_pct,110,pct,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C04,Numeric value in canonical declared unit,False
P012,P012_C05,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,298,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P012_C05,Numeric value in canonical declared unit,False
P012,P012_C05,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,298,P012_C05,Numeric value in canonical declared unit,False
P012,P012_C06,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Test_T_K,77,T_K,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C06,Numeric value in canonical declared unit,False
P012,P012_C06,HYBRID_EXPERIMENTAL_COMPUTATIONAL,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,HYBRID_EXPERIMENTAL_COMPUTATIONAL,77,P012_C06,Numeric value in canonical declared unit,False
P013,P013_C01,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C01,Numeric value in canonical declared unit,False
P013,P013_C01,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C01,Numeric value in canonical declared unit,False
P013,P013_C02,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C02,Numeric value in canonical declared unit,False
P013,P013_C02,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C02,Numeric value in canonical declared unit,False
P013,P013_C03,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C03,Numeric value in canonical declared unit,False
P013,P013_C03,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C03,Numeric value in canonical declared unit,False
P013,P013_C04,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C04,Numeric value in canonical declared unit,False
P013,P013_C04,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C04,Numeric value in canonical declared unit,False
P013,P013_C05,EXPERIMENTAL_REPEATED_STAGE,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C05,Numeric value in canonical declared unit,False
P013,P013_C05,EXPERIMENTAL_REPEATED_STAGE,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_REPEATED_STAGE,298,P013_C05,Numeric value in canonical declared unit,False
P014,P014_C01,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C01,Numeric value in canonical declared unit,False
P014,P014_C02,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C02,Numeric value in canonical declared unit,False
P014,P014_C03,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C03,Numeric value in canonical declared unit,False
P014,P014_C03,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C03,Numeric value in canonical declared unit,False
P014,P014_C04,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C04,Numeric value in canonical declared unit,False
P014,P014_C04,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C04,Numeric value in canonical declared unit,False
P014,P014_C05,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C05,Numeric value in canonical declared unit,False
P014,P014_C05,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P014_C05,Numeric value in canonical declared unit,False
P015,P015_C01,COMPUTATIONAL_MD,Test_T_K,298,T_K,CONSISTENT,COMPUTATIONAL_MD,298,P015_C01,Numeric value in canonical declared unit,False
P015,P015_C01,COMPUTATIONAL_MD,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,298,P015_C01,Numeric value in canonical declared unit,False
P015,P015_C01,COMPUTATIONAL_MD,SFE_mJ_m2,36.62,mJ_m2,CONSISTENT,Molecular dynamics at test temperature,298,P015_C01,Numeric value retained with method: Molecular dynamics at test temperature,False
P015,P015_C01,COMPUTATIONAL_MD,SFE_method,Molecular dynamics at test temperature,method,METHOD_RECORDED,Molecular dynamics at test temperature,298,P015_C01,Method retained; values from different methods must not be treated as interchangeable,False
P015,P015_C01,COMPUTATIONAL_MD,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,COMPUTATIONAL_MD,298,P015_C01,Fraction represented on 0–1 scale,False
P015,P015_C01,COMPUTATIONAL_MD,YS_MPa,300,MPa,CONSISTENT,COMPUTATIONAL_MD,298,P015_C01,Numeric value in canonical declared unit,False
P015,P015_C01,COMPUTATIONAL_MD,UTS_MPa,550,MPa,CONSISTENT,COMPUTATIONAL_MD,298,P015_C01,Numeric value in canonical declared unit,False
P015,P015_C02,COMPUTATIONAL_MD,Test_T_K,77,T_K,CONSISTENT,COMPUTATIONAL_MD,77,P015_C02,Numeric value in canonical declared unit,False
P015,P015_C02,COMPUTATIONAL_MD,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,77,P015_C02,Numeric value in canonical declared unit,False
P015,P015_C02,COMPUTATIONAL_MD,SFE_mJ_m2,10.97,mJ_m2,CONSISTENT,Molecular dynamics at test temperature,77,P015_C02,Numeric value retained with method: Molecular dynamics at test temperature,False
P015,P015_C02,COMPUTATIONAL_MD,SFE_method,Molecular dynamics at test temperature,method,METHOD_RECORDED,Molecular dynamics at test temperature,77,P015_C02,Method retained; values from different methods must not be treated as interchangeable,False
P015,P015_C02,COMPUTATIONAL_MD,Initial_FCC_fraction,1,FCC_fraction,CONSISTENT,COMPUTATIONAL_MD,77,P015_C02,Fraction represented on 0–1 scale,False
P015,P015_C02,COMPUTATIONAL_MD,YS_MPa,608,MPa,CONSISTENT,COMPUTATIONAL_MD,77,P015_C02,Numeric value in canonical declared unit,False
P015,P015_C02,COMPUTATIONAL_MD,UTS_MPa,850,MPa,CONSISTENT,COMPUTATIONAL_MD,77,P015_C02,Numeric value in canonical declared unit,False
P016,P016_C01,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C01,Numeric value in canonical declared unit,False
P016,P016_C01,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C01,Numeric value in canonical declared unit,False
P016,P016_C01,EXPERIMENTAL_INDEPENDENT,YS_MPa,1300,MPa,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C01,Numeric value in canonical declared unit,False
P016,P016_C01,EXPERIMENTAL_INDEPENDENT,Elongation_pct,14,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C01,Numeric value in canonical declared unit,False
P016,P016_C02,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C02,Numeric value in canonical declared unit,False
P016,P016_C02,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C02,Numeric value in canonical declared unit,False
P016,P016_C03,EXPERIMENTAL_INDEPENDENT,Test_T_K,298,T_K,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C03,Numeric value in canonical declared unit,False
P016,P016_C03,EXPERIMENTAL_INDEPENDENT,Strain_rate_s-1,0.001,rate_s-1,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C03,Numeric value in canonical declared unit,False
P016,P016_C03,EXPERIMENTAL_INDEPENDENT,Elongation_pct,60,pct,CONSISTENT,EXPERIMENTAL_INDEPENDENT,298,P016_C03,Numeric value in canonical declared unit,False
P017,P017_C01,COMPUTATIONAL_MD,Test_T_K,300,T_K,CONSISTENT,COMPUTATIONAL_MD,300,P017_C01,Numeric value in canonical declared unit,False
P017,P017_C01,COMPUTATIONAL_MD,Strain_rate_s-1,100000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,300,P017_C01,Numeric value in canonical declared unit,False
P017,P017_C02,COMPUTATIONAL_MD,Test_T_K,300,T_K,CONSISTENT,COMPUTATIONAL_MD,300,P017_C02,Numeric value in canonical declared unit,False
P017,P017_C02,COMPUTATIONAL_MD,Strain_rate_s-1,1000000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,300,P017_C02,Numeric value in canonical declared unit,False
P017,P017_C03,COMPUTATIONAL_MD,Test_T_K,600,T_K,CONSISTENT,COMPUTATIONAL_MD,600,P017_C03,Numeric value in canonical declared unit,False
P017,P017_C03,COMPUTATIONAL_MD,Strain_rate_s-1,100000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,600,P017_C03,Numeric value in canonical declared unit,False
P017,P017_C04,COMPUTATIONAL_MD,Test_T_K,600,T_K,CONSISTENT,COMPUTATIONAL_MD,600,P017_C04,Numeric value in canonical declared unit,False
P017,P017_C04,COMPUTATIONAL_MD,Strain_rate_s-1,1000000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,600,P017_C04,Numeric value in canonical declared unit,False
P017,P017_C05,COMPUTATIONAL_MD,Test_T_K,300,T_K,CONSISTENT,COMPUTATIONAL_MD,300,P017_C05,Numeric value in canonical declared unit,False
P017,P017_C05,COMPUTATIONAL_MD,Strain_rate_s-1,100000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,300,P017_C05,Numeric value in canonical declared unit,False
P017,P017_C06,COMPUTATIONAL_MD,Test_T_K,300,T_K,CONSISTENT,COMPUTATIONAL_MD,300,P017_C06,Numeric value in canonical declared unit,False
P017,P017_C06,COMPUTATIONAL_MD,Strain_rate_s-1,1000000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,300,P017_C06,Numeric value in canonical declared unit,False
P017,P017_C07,COMPUTATIONAL_MD,Test_T_K,600,T_K,CONSISTENT,COMPUTATIONAL_MD,600,P017_C07,Numeric value in canonical declared unit,False
P017,P017_C07,COMPUTATIONAL_MD,Strain_rate_s-1,100000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,600,P017_C07,Numeric value in canonical declared unit,False
P017,P017_C08,COMPUTATIONAL_MD,Test_T_K,600,T_K,CONSISTENT,COMPUTATIONAL_MD,600,P017_C08,Numeric value in canonical declared unit,False
P017,P017_C08,COMPUTATIONAL_MD,Strain_rate_s-1,1000000000,rate_s-1,CONSISTENT,COMPUTATIONAL_MD,600,P017_C08,Numeric value in canonical declared unit,False
P018,P018_C01,COMPUTATIONAL_MD,Grain_size_um,0.005,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C01,Numeric value in canonical declared unit,False
P018,P018_C02,COMPUTATIONAL_MD,Grain_size_um,0.01,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C02,Numeric value in canonical declared unit,False
P018,P018_C03,COMPUTATIONAL_MD,Grain_size_um,0.02,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C03,Numeric value in canonical declared unit,False
P018,P018_C04,COMPUTATIONAL_MD,Grain_size_um,0.005,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C04,Numeric value in canonical declared unit,False
P018,P018_C05,COMPUTATIONAL_MD,Grain_size_um,0.01,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C05,Numeric value in canonical declared unit,False
P018,P018_C06,COMPUTATIONAL_MD,Grain_size_um,0.02,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C06,Numeric value in canonical declared unit,False
P018,P018_C07,COMPUTATIONAL_MD,Grain_size_um,0.005,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C07,Numeric value in canonical declared unit,False
P018,P018_C08,COMPUTATIONAL_MD,Grain_size_um,0.01,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C08,Numeric value in canonical declared unit,False
P018,P018_C09,COMPUTATIONAL_MD,Grain_size_um,0.02,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C09,Numeric value in canonical declared unit,False
P018,P018_C10,COMPUTATIONAL_MD,Grain_size_um,0.005,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C10,Numeric value in canonical declared unit,False
P018,P018_C11,COMPUTATIONAL_MD,Grain_size_um,0.01,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C11,Numeric value in canonical declared unit,False
P018,P018_C12,COMPUTATIONAL_MD,Grain_size_um,0.02,size_um,CONSISTENT,COMPUTATIONAL_MD,,P018_C12,Numeric value in canonical declared unit,False
P019,P019_C01,COMPUTATIONAL_OTHER,Test_T_K,77,T_K,CONSISTENT,COMPUTATIONAL_OTHER,77,P019_C01,Numeric value in canonical declared unit,False
P019,P019_C02,COMPUTATIONAL_OTHER,Test_T_K,298,T_K,CONSISTENT,COMPUTATIONAL_OTHER,298,P019_C02,Numeric value in canonical declared unit,False
P019,P019_C03,COMPUTATIONAL_OTHER,Test_T_K,573,T_K,CONSISTENT,COMPUTATIONAL_OTHER,573,P019_C03,Numeric value in canonical declared unit,False
