Paper_ID,DOI,Material_Parent_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Physics descriptor; not a direct composition property.,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP bulk phase,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Poisson_ratio,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,0.35,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,0.08,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,SXRD lattice strain analysis,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,CURRENT_PAPER_CALCULATED,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.13,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Physics descriptor.,as named/reported,CURRENT_PAPER_CALCULATED,p.13,SXRD lattice strain analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Dislocation_density_initial,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,140000000000000,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,m^-2,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Halder-Wagner SXRD line-profile analysis,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TEXT_APPROX,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.12; Fig.8,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Start of in-situ experiment.,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Dislocation_density_final,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,820000000000000,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,m^-2,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Halder-Wagner SXRD line-profile analysis,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TEXT_APPROX,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.12; Fig.8,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Do not create intermediate values by plot digitization.,as named/reported,DIRECT_TEXT_APPROX,p.12; Fig.8,Halder-Wagner SXRD line-profile analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Dominant_dislocation_mode,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,<a> over <a+c>,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,qualitative,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Burgers-vector-dependent SXRD dislocation-density analysis,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_QUALITATIVE,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.12,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Both modes can operate; <a> is dominant.,as named/reported,DIRECT_QUALITATIVE,p.12,Burgers-vector-dependent SXRD dislocation-density analysis,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Yield_range_phase,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,250 to 355,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,MPa,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Phase-load partitioning,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,CURRENT_PAPER_CALCULATED_RANGE,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.12,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Distinct from macroscopic engineering YS=319 MPa.,as named/reported,CURRENT_PAPER_CALCULATED_RANGE,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Yield_threshold_phase,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,>480,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,MPa,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Phase-load partitioning,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,CURRENT_PAPER_CALCULATED_APPROX,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.12,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,ε-HCP remains elastic to higher load than γ-FCC.,as named/reported,CURRENT_PAPER_CALCULATED_APPROX,p.12,Phase-load partitioning,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC (111),as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Reflection_Young_Modulus,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,240,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,13.7,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Linear lattice-strain fit,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TABLE_1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.11 Table 1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,"Reflection-specific, not bulk isotropic modulus.",as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC (200),as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Reflection_Young_Modulus,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,119.6,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,0.5,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Linear lattice-strain fit,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TABLE_1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.11 Table 1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Softest analyzed γ-FCC reflection.,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,γ-FCC (311),as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Reflection_Young_Modulus,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,175.5,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,3.3,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Linear lattice-strain fit,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TABLE_1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.11 Table 1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Reflection-specific.,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP (10-10),as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Reflection_Young_Modulus,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,139.2,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,37.3,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Linear lattice-strain fit,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TABLE_1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.11 Table 1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Softest analyzed ε-HCP reflection.,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP (10-11),as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Reflection_Young_Modulus,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,217,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,50.2,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Linear lattice-strain fit,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TABLE_1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.11 Table 1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Reflection-specific.,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP (10-12),as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Reflection_Young_Modulus,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,324.5,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,38.5,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Linear lattice-strain fit,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TABLE_1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.11 Table 1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Stiff reflection sensitive to tensile TWIP.,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,ε-HCP (10-13),as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Reflection_Young_Modulus,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,308.5,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
