Paper_ID,DOI,Material_Parent_ID,Computational_Condition_ID,Mechanism_Record_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Data_Origin,COMPUTATIONAL_MD,qualitative,VERIFIED_WORKBOOK,Sec.3.4 pp.11-12; Tables 1-2 pp.22-23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Sec.3.4 pp.11-12; Tables 1-2 pp.22-23,qualitative,VERIFIED_WORKBOOK,Sec.3.4 pp.11-12; Tables 1-2 pp.22-23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,qualitative,VERIFIED_WORKBOOK,Sec.3.4 pp.11-12; Tables 1-2 pp.22-23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Interpretation_Rule,Do not translate simulated serration metrics into experimental strength outcomes.,qualitative,VERIFIED_WORKBOOK,Sec.3.4 pp.11-12; Tables 1-2 pp.22-23,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C001,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,Domain identity,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,P017 is computational MD only; contribute zero independent experimental ML conditions.,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,CRITICAL,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,"The study constructs atomistic models, melt/quenches them and deforms them in LAMMPS; experimental studies are used only for comparison.",as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Data_Origin=COMPUTATIONAL_MD. Independent_Experimental_ML_sample=False for every P017 record.,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Abstract; Sec.2,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C002,as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,TRIP target semantics,as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Do not merge authors-native P017 TRIP labels directly into the experimental TRIP target pool.,as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,CRITICAL,as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,"P017 TRIP includes reversible BCC↔FCC(HCP/SF) transformations, whereas the project experimental target is primarily deformation-induced FCC→HCP martensitic transformation.",as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Store Paper_Native_TRIP separately and Experimental_Target_Eligibility=NOT_ELIGIBLE_FOR_EXPERIMENTAL_TARGET_POOL.,as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Abstract; Secs.3-4; Tables 1-2,as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,Abstract; Secs.3-4; Tables 1-2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C003,as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,TWIP target semantics,as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Do not merge P017 native TWIP labels directly into experimental TWIP labels.,as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,CRITICAL,as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,"Key nanotwinning in this paper is identified inside BCC and participates in TRIP-induced TWIP / TWIP-induced TRIP, which is not equivalent to standard FCC deformation-twinning evidence in the experimental dataset.",as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Store Paper_Native_TWIP with phase/mechanism scope; no Effective_Experimental_TWIP label.,as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,"Secs.4.1-4.3; Figs.20,24,25",as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,"Secs.4.1-4.3; Figs.20,24,25",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C004,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,PTM HCP meaning,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Do not treat every HCP-classified atom as bulk ε-martensite fraction.,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,CRITICAL,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,The authors explicitly state SFs are detected based on HCP structure inside FCC; HCP PTM environments can represent stacking faults.,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Use HCP_or_SF terminology unless the paper specifically identifies a phase transformation state.,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Abstract; Sec.3.1,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,Abstract; Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C005,as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,SFE provenance,as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Keep FCC γsf -14/-27 and BCC γusf 610/579 as 0 K EAM GSFE values.,as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,MAJOR,as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,"They are structure-specific computational energies from separate FCC/BCC GSFE models, not finite-temperature experimental SFE measurements.",as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,"Never merge with experimental, thermodynamic or DFT SFE without method/domain fields.",as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Sec.2 p.3; Sec.3.1 pp.4-5,as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,Sec.2 p.3; Sec.3.1 pp.4-5,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C006,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,Strain-rate domain,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Preserve MD strain rates 1e8-1e10 s^-1 and never compare them numerically as if they were quasi-static experimental strain rates.,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,CRITICAL,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,The simulated rates are many orders of magnitude above typical experiments and can alter activated defect mechanisms.,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Computational conditions remain separate in domain-aware analysis.,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Sec.3.4; Figs.18-19,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,Sec.3.4; Figs.18-19,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C007,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,Stress metrics,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,"SIS-PSR and UTS-PSR are paper-specific MD stress-regime metrics, not engineering YS/UTS.",as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,MAJOR,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,Table 1 defines 'Strength at initial steps of plastic strengthening regime' and 'Ultimate tensile strength at plastic strengthening regime'.,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Store in dedicated SIS_PSR_GPa / UTS_PSR_GPa fields.,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Table 1 p.22,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C008,as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,Condition vs replicate,as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,"The 12 'samples' are 12 simulation conditions, not physical or tensile replicates.",as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,CRITICAL,as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,They arise from two compositions across temperature/strain-rate combinations.,as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Count as 12 independent computational conditions only; experimental condition increment = 0.,as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Sec.4.4; Table 1,as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,Sec.4.4; Table 1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Issue_ID,C009,as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scope,Figure digitization,as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Do not digitize full phase-fraction/dislocation-density trajectories in this recovery task.,as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Severity,MAJOR,as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,Dense time-series points are highly correlated and digitization would add avoidable uncertainty.,as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Keep Table 1 condition summary and only high-value text/figure landmark sequences.,as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,"Figs.6,8,12,14,19",as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Confidence,High,as reported,VERIFIED_WORKBOOK,"Figs.6,8,12,14,19",source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Priority,P0,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision_ID,D001,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,"Integrate P017 into a computational-support domain, not the independent experimental training pool.",as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Status,READY,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,P017 contains no new physical tensile specimens; all data are MD simulations.,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,"recovery master may retain source/support rows, but independent experimental ML count must not increase.",as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Abstract; Sec.2,as reported,VERIFIED_WORKBOOK,Abstract; Sec.2,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Priority,P0,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision_ID,D002,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Represent 12 distinct computational conditions = 2 alloys × 6 T/strain-rate combinations.,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Status,READY,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,Table 1 summarizes the total 12 simulated tensile cases.,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Create P017_SIM_* IDs; Independent_Computational_Condition=True and Independent_Experimental_ML_sample=False.,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Table 1 p.22,as reported,VERIFIED_WORKBOOK,Table 1 p.22,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Priority,P0,as reported,VERIFIED_WORKBOOK,Secs.4.1-4.4,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision_ID,D003,as reported,VERIFIED_WORKBOOK,Secs.4.1-4.4,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Preserve authors-native TRIP/TWIP separately from experimental targets.,as reported,VERIFIED_WORKBOOK,Secs.4.1-4.4,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Status,READY,as reported,VERIFIED_WORKBOOK,Secs.4.1-4.4,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,Mechanism definitions are phase-path specific and include BCC twinning and reversible BCC↔FCC(HCP/SF) transformations.,as reported,VERIFIED_WORKBOOK,Secs.4.1-4.4,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Do not populate effective experimental TRIP/TWIP from these simulation labels.,as reported,VERIFIED_WORKBOOK,Secs.4.1-4.4,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Secs.4.1-4.4,as reported,VERIFIED_WORKBOOK,Secs.4.1-4.4,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Priority,P1,as reported,VERIFIED_WORKBOOK,Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision_ID,D004,as reported,VERIFIED_WORKBOOK,Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Recover 0 K FCC stable SFE and BCC unstable SFE with strict method/structure provenance.,as reported,VERIFIED_WORKBOOK,Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Status,READY,as reported,VERIFIED_WORKBOOK,Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,The paper reports exact EAM GSFE values for both alloy compositions.,as reported,VERIFIED_WORKBOOK,Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Store -14/-27 as FCC γsf and 610/579 as BCC γusf; never collapse them into one SFE column without subtype.,as reported,VERIFIED_WORKBOOK,Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Sec.3.1,as reported,VERIFIED_WORKBOOK,Sec.3.1,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Priority,P1,as reported,VERIFIED_WORKBOOK,Figs.20-25,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision_ID,D005,as reported,VERIFIED_WORKBOOK,Figs.20-25,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Keep only high-value coupled-mechanism landmarks instead of all atomic snapshots.,as reported,VERIFIED_WORKBOOK,Figs.20-25,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Status,READY,as reported,VERIFIED_WORKBOOK,Figs.20-25,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,Full trajectories are correlated and visually dense; key sequences already capture causal mechanism chronology.,as reported,VERIFIED_WORKBOOK,Figs.20-25,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Implementation_Rule,Use supporting correlated simulation records; no master-sample inflation.,as reported,VERIFIED_WORKBOOK,Figs.20-25,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Evidence_Location,Figs.20-25,as reported,VERIFIED_WORKBOOK,Figs.20-25,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Priority,P1,as reported,VERIFIED_WORKBOOK,Title/Methods,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision_ID,D006,as reported,VERIFIED_WORKBOOK,Title/Methods,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Decision,Do not normalize nominal molar-ratio formulas to at.% in this recovery stage.,as reported,VERIFIED_WORKBOOK,Title/Methods,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Status,READY,as reported,VERIFIED_WORKBOOK,Title/Methods,source-reported,High,VERIFIED,COMPUTATIONAL_MD
P017,10.1016/j.ijplas.2019.102649,,,,P017_SERIES01,Scientific_Rationale,Project chemistry standardization is a later controlled step.,as reported,VERIFIED_WORKBOOK,Title/Methods,source-reported,High,VERIFIED,COMPUTATIONAL_MD
