Paper_ID,DOI,Material_Parent_ID,Processing_State_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,UTS_pm_MPa,11,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Fracture_Elongation_pct,28,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,FE_pm_pct,3,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Uncertainty_Type,UNKNOWN_REPORTED_PM,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,TRIP,1.0,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,TWIP,1.0,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Slip,1.0,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,HDI_Hardening,1.0,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Dominant_Mechanism,TRIP-dominant tensile deformation with later TWIP + dislocation slip + HDI strain-hardening,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Target_Status,VERIFIED_JOINT,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Independent_ML_sample,True,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Leakage_Group_Strict,P014_SERIES01,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Leakage_Group_Material,P014_MAT_FE50MN30CO10CR10,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Evidence_Location,Table 1; Figs.7-11; Discussion pp.11-14,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Confidence,High,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A600,P014_MC_A600,,Notes,A600 is the only state with direct post-tensile EBSD/TEM mechanism characterization. Initial pre-existing twins are kept separate from deformation TWIP evidence.,as named/reported,VERIFIED_JOINT,Table 1; Figs.7-11; Discussion pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Study_Series_ID,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Material_Parent_ID,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Processing_State_ID,P014_PS_A650,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,ML_Condition_ID,P014_MC_A650,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,State_Label,A650,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Anneal_T_C,650.0,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Test_T_Raw,Not explicitly specified,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Strain_rate_s-1,0.001,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Initial_FCC_fraction,0.999,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Initial_HCP_fraction,0.001,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Initial_Phase_Status,TRACE_EBSD_HCP_CONFLICTS_WITH_SINGLE_FCC_TEXT_XRD,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Grain_Size_um,1.1,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Grain_Size_sd_um,0.57,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,KAM_mean_deg,0.39,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Recrystallized_fraction,0.658,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Tensile_Replicate_n,3,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,YS_MPa,678,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,YS_pm_MPa,9,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,UTS_MPa,955,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,UTS_pm_MPa,12,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Fracture_Elongation_pct,45,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,FE_pm_pct,2,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Uncertainty_Type,UNKNOWN_REPORTED_PM,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Dominant_Mechanism,No direct condition-specific post-tensile mechanism study,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Target_Status,TARGETS_UNRESOLVED,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Independent_ML_sample,True,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Leakage_Group_Strict,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Leakage_Group_Material,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Evidence_Location,"Table 1; Figs.1-2,6",as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Confidence,High,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A650,P014_MC_A650,,Notes,Do not extrapolate A600 TRIP/TWIP labels to A650 despite the same composition.,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Study_Series_ID,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Material_Parent_ID,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Processing_State_ID,P014_PS_A700,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,ML_Condition_ID,P014_MC_A700,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,State_Label,A700,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Anneal_T_C,700.0,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Test_T_Raw,Not explicitly specified,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Strain_rate_s-1,0.001,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Initial_FCC_fraction,1.0,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Initial_HCP_fraction,0.0,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Initial_Phase_Status,DIRECT_EBSD_FIGURE_LABEL,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Grain_Size_um,1.16,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Grain_Size_sd_um,0.6,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,KAM_mean_deg,0.3,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Recrystallized_fraction,0.747,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Tensile_Replicate_n,3,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,YS_MPa,546,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,YS_pm_MPa,7,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,UTS_MPa,916,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,UTS_pm_MPa,9,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Fracture_Elongation_pct,57,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,FE_pm_pct,3,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Uncertainty_Type,UNKNOWN_REPORTED_PM,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Dominant_Mechanism,No direct condition-specific post-tensile mechanism study,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Target_Status,TARGETS_UNRESOLVED,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Independent_ML_sample,True,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Leakage_Group_Strict,P014_SERIES01,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Leakage_Group_Material,P014_MAT_FE50MN30CO10CR10,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Evidence_Location,"Table 1; Figs.1-2,6",as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Confidence,High,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,P014_PS_A700,P014_MC_A700,,Notes,Do not extrapolate A600 TRIP/TWIP labels to A700.,as named/reported,TARGETS_UNRESOLVED,"Table 1; Figs.1-2,6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Parent_ML_Condition_ID,P014_MC_A600,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Observation_ID,P014_OBS_A600_eps0,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Tensile_Strain_pct,0.0,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Stage_Descriptor,Pre-test A600 state,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,FCC_fraction,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,HCP_fraction,0.0,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Twin_Evidence_Type,Pre-existing/annealing twin lamellae observed by TEM,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,HCP_Evidence_Type,EBSD/XRD no HCP,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Microstructural_Observations,"Heterogeneous structure: recrystallized fine grains + residual deformation regions, nanoscale twins and high dislocation density",as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Evidence_Location,"Figs.2,4; pp.4-6",as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps0,Interpretation_Rule,Pre-existing twins are not tensile TWIP; initial FCC/HCP state is a precursor descriptor.,as named/reported,VERIFIED_WORKBOOK,"Figs.2,4; pp.4-6",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Parent_ML_Condition_ID,P014_MC_A600,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Observation_ID,P014_OBS_A600_eps15,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Tensile_Strain_pct,15.0,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Stage_Descriptor,Early tensile deformation,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,FCC_fraction,0.796,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,HCP_fraction,0.184,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,TRIP_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Slip_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Twin_Evidence_Type,Annealing twins are explicitly identified; twin diffraction is present but deformation-twin origin is not established at this stage,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,HCP_Evidence_Type,EBSD + TEM/SAED direct HCP,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Microstructural_Observations,High dislocation density + FCC→HCP transformation; TRIP described as predominant,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Evidence_Location,Figs.7-8; pp.7-9,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Confidence,High,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps15,Interpretation_Rule,Set TRIP=1. Keep TWIP=NA rather than 0/1 because the directly identified twins at 15% are described as annealing twins and the source does not explicitly establish deformation-twin activation at this exact stage.,as named/reported,VERIFIED_WORKBOOK,Figs.7-8; pp.7-9,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Parent_ML_Condition_ID,P014_MC_A600,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Observation_ID,P014_OBS_A600_eps30,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
