Paper_ID,DOI,Condition_ID,Field,Missingness_Cause,Evidence_for_classification,Where_to_check,Requires_manual_review
P011,10.1016/j.jallcom.2023.170225,P011_C04,Hot_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Experimental procedures; abstract; microstructure/tensile results,True
P011,10.1016/j.jallcom.2023.170225,P011_C04,Cold_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Experimental procedures; abstract; microstructure/tensile results,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P011,10.1016/j.jallcom.2023.170225,P011_C05,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; tensile-temperature comparison,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Grain_size_um,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,SFE_mJ_m2,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Initial_FCC_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Initial_HCP_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Homogenization_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Homogenization_time_h,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Hot_rolling_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Hot_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Cold_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Annealing_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C01,Annealing_time_min,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Grain_size_um,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,SFE_mJ_m2,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Initial_FCC_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Initial_HCP_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Homogenization_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Homogenization_time_h,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Hot_rolling_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Hot_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Cold_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Annealing_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C02,Annealing_time_min,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Grain_size_um,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,SFE_mJ_m2,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Initial_FCC_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Initial_HCP_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Homogenization_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Homogenization_time_h,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Hot_rolling_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Hot_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Cold_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Annealing_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C03,Annealing_time_min,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Grain_size_um,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,SFE_mJ_m2,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Initial_FCC_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Initial_HCP_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Homogenization_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Homogenization_time_h,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Hot_rolling_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Hot_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Cold_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Annealing_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C04,Annealing_time_min,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Grain_size_um,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,SFE_mJ_m2,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Initial_FCC_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Initial_HCP_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Homogenization_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Homogenization_time_h,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Hot_rolling_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Hot_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Cold_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Annealing_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C05,Annealing_time_min,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Grain_size_um,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,SFE_mJ_m2,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Initial_FCC_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Initial_HCP_fraction,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Homogenization_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Homogenization_time_h,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Hot_rolling_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Hot_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Cold_rolling_reduction_pct,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Annealing_T_K,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P012,10.1016/j.jallcom.2022.165108,P012_C06,Annealing_time_min,AVAILABLE_IN_TABLE,Explicit location cue in extracted provenance,Abstract; experimental sections; Table 2/strain-dependent results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C01,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Grain_size_um,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,SFE_mJ_m2,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Initial_FCC_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Initial_HCP_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Homogenization_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Homogenization_time_h,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Hot_rolling_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Hot_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Cold_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Annealing_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C02,Annealing_time_min,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Grain_size_um,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,SFE_mJ_m2,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Initial_FCC_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Initial_HCP_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Homogenization_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Homogenization_time_h,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Hot_rolling_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Hot_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Cold_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Annealing_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C03,Annealing_time_min,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Grain_size_um,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,SFE_mJ_m2,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Initial_FCC_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Initial_HCP_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Homogenization_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Homogenization_time_h,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Hot_rolling_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Hot_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Cold_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Annealing_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C04,Annealing_time_min,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Grain_size_um,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,SFE_mJ_m2,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,DeltaG_FCC_HCP_J_mol,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Initial_FCC_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Initial_HCP_fraction,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Homogenization_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Homogenization_time_h,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Hot_rolling_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Hot_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Cold_rolling_reduction_pct,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Annealing_T_K,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P013,10.1016/j.ijplas.2024.104048,P013_C05,Annealing_time_min,AVAILABLE_IN_FIGURE,Explicit location cue in extracted provenance,Abstract; Materials and methods; four-stage SXRD results,True
P014,10.3390/ma17235893,P014_C01,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
