Paper_ID,ML_Condition_ID,Observation_ID,Feature_Name,Original_Value,Recovered_Value,Units,Evidence_Type,Evidence_Location,Page,Figure,Table,Section,Extraction_Method,Confidence,Reviewer_Status,Reviewer_Notes
P009,P009_MC03,OBS045,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC03,OBS045,TRIP evidence,Evidence_TRIP=EBSD phase mapping after cold rolling; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC03,OBS045,TWIP evidence,Evidence_TWIP=EBSD/grain-boundary evidence; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC03,OBS045,phase-transformation evidence,Characterization_methods=EBSD; SEM; nanoindentation,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC03,OBS045,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC03,OBS045,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC03,OBS045,condition-to-test-series linkage,Parent_Experiment_ID=P009_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,test temperature,Test_T_K=293.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,processing history,Processing_route=Cast; homogenized 1200C; ~60% cold rolled | Homogenization_T_K=1473.0 | Cold_rolling_reduction_pct=60.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,TRIP evidence,Evidence_TRIP=EBSD phase mapping after cold rolling; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,TWIP evidence,Evidence_TWIP=EBSD/grain-boundary evidence; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,phase-transformation evidence,Characterization_methods=EBSD; SEM; nanoindentation,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC04,OBS046,condition-to-test-series linkage,Parent_Experiment_ID=P009_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,test temperature,Test_T_K=293.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,processing history,Processing_route=Cast; homogenized 1200C; ~60% cold rolled | Homogenization_T_K=1473.0 | Cold_rolling_reduction_pct=60.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,TRIP evidence,Evidence_TRIP=EBSD phase mapping after cold rolling; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,TWIP evidence,Evidence_TWIP=EBSD/grain-boundary evidence; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,phase-transformation evidence,Characterization_methods=EBSD; SEM; nanoindentation,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC05,OBS047,condition-to-test-series linkage,Parent_Experiment_ID=P009_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,test temperature,Test_T_K=293.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,processing history,Processing_route=Cast; homogenized 1200C; ~60% cold rolled | Homogenization_T_K=1473.0 | Cold_rolling_reduction_pct=60.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,TRIP evidence,Evidence_TRIP=EBSD phase mapping after cold rolling; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,TWIP evidence,Evidence_TWIP=EBSD/grain-boundary evidence; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,phase-transformation evidence,Characterization_methods=EBSD; SEM; nanoindentation,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC06,OBS048,condition-to-test-series linkage,Parent_Experiment_ID=P009_PE06,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,test temperature,Test_T_K=293.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,processing history,Processing_route=Cast; homogenized 1200C; ~60% cold rolled | Homogenization_T_K=1473.0 | Cold_rolling_reduction_pct=60.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,TRIP evidence,Evidence_TRIP=EBSD phase mapping after cold rolling; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,TWIP evidence,Evidence_TWIP=EBSD/grain-boundary evidence; experimental mechanism classification,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,phase-transformation evidence,Characterization_methods=EBSD; SEM; nanoindentation,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P009,P009_MC07,OBS049,condition-to-test-series linkage,Parent_Experiment_ID=P009_PE07,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,processing history,"Processing_route=Gas-atomized pre-alloy powder; SPS 800C/30 min, 45 MPa, vacuum 7e-3 Pa | Annealing_T_K=1073.15 | Annealing_time_min=30.0",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,TRIP evidence,Evidence_TRIP=Phase transformation reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,TWIP evidence,Evidence_TWIP=Mechanical twinning reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,phase-transformation evidence,Characterization_methods=XRD; SEM; EBSD; TEM; EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC01,OBS050,condition-to-test-series linkage,Parent_Experiment_ID=P011_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,processing history,"Processing_route=Gas-atomized pre-alloy powder; SPS 900C/30 min, 45 MPa, vacuum 7e-3 Pa | Annealing_T_K=1173.15 | Annealing_time_min=30.0",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,TRIP evidence,Evidence_TRIP=Phase transformation reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,TWIP evidence,Evidence_TWIP=Mechanical twinning reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,phase-transformation evidence,Characterization_methods=XRD; SEM; EBSD; TEM; EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC02,OBS051,condition-to-test-series linkage,Parent_Experiment_ID=P011_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,processing history,"Processing_route=Gas-atomized pre-alloy powder; SPS 1000C/30 min, 45 MPa, vacuum 7e-3 Pa | Annealing_T_K=1273.15 | Annealing_time_min=30.0",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,mechanical properties,YS_MPa=287.0 | UTS_MPa=745.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,TRIP evidence,Evidence_TRIP=Phase transformation reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,TWIP evidence,Evidence_TWIP=Mechanical twinning reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,phase-transformation evidence,Characterization_methods=XRD; SEM; EBSD; TEM; EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC03,OBS052,condition-to-test-series linkage,Parent_Experiment_ID=P011_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,processing history,"Processing_route=Gas-atomized pre-alloy powder; SPS 1100C/30 min, 45 MPa, vacuum 7e-3 Pa | Annealing_T_K=1373.15 | Annealing_time_min=30.0",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,TRIP evidence,Evidence_TRIP=Phase transformation reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,TWIP evidence,Evidence_TWIP=Mechanical twinning reported during tensile deformation at 298 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,phase-transformation evidence,Characterization_methods=XRD; SEM; EBSD; TEM; EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC04,OBS053,condition-to-test-series linkage,Parent_Experiment_ID=P011_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,test temperature,Test_T_K=77.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,processing history,"Processing_route=Gas-atomized pre-alloy powder; SPS 1000C/30 min, 45 MPa, vacuum 7e-3 Pa | Annealing_T_K=1273.15 | Annealing_time_min=30.0",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,mechanical properties,YS_MPa=490.0 | UTS_MPa=1107.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,TRIP evidence,Evidence_TRIP=77 K response attributed to a more significant TRIP effect.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,TWIP evidence,Evidence_TWIP=Paper explicitly reports no mechanical twinning at 77 K.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,phase-transformation evidence,Characterization_methods=XRD; SEM; EBSD; TEM; EDS,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P011,P011_MC05,OBS054,condition-to-test-series linkage,Parent_Experiment_ID=P011_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,processing history,Processing_route=Thermomechanically processed; interrupted tensile characterization,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,TRIP evidence,Evidence_TRIP=RT response described as deformation-twinning dominant.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,TWIP evidence,Evidence_TWIP=Deformation twinning dominant for all three alloys at RT; coupled TWIP/TRIP reported at cryogenic temperature.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,phase-transformation evidence,Characterization_methods=XRD; EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC01,OBS055,condition-to-test-series linkage,Parent_Experiment_ID=P012_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,test temperature,Test_T_K=77.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,processing history,Processing_route=Thermomechanically processed; interrupted tensile characterization,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,TRIP evidence,"Evidence_TRIP=At cryogenic temperature, preferential strain-induced martensitic transformation is reported; Mo increases ε-martensite with strain.",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,TWIP evidence,Evidence_TWIP=Deformation twinning dominant for all three alloys at RT; coupled TWIP/TRIP reported at cryogenic temperature.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,phase-transformation evidence,Characterization_methods=XRD; EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC02,OBS056,condition-to-test-series linkage,Parent_Experiment_ID=P012_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,processing history,Processing_route=Thermomechanically processed; interrupted tensile characterization,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
