Column_Name,Data_Type,Scientific_Family,Prediction_Time_Class,Proposed_Model_Role,Experimental_Domain_Eligibility,Computational_Domain_Eligibility,Known_Before_Deformation,Direct_Source_or_Derived,Method_Sensitive,Temperature_Sensitive,Phase_Sensitive,Potential_Leakage,Leakage_Reason,Missingness_Concern,Scope_Constraint,Recommended_V1_Action,Notes
Precipitate_type,TEXT,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 1/51 (1.96%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
APT_local_composition,TEXT,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 1/51 (1.96%),Local APT chemistry only; not bulk composition.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
EDS_local_composition,TEXT,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 1/51 (1.96%),Local EDS chemistry only; not bulk composition.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
P008_Recovery_Provenance_JSON,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Independent_ML_sample,TEXT,IDENTITY_GROUPING,GROUPING_ONLY,SPLIT_AND_DEPENDENCE_CONTROL_ONLY,SPLIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,A grouping key would expose dependence or study/material identity.,NOT_MODEL_APPLICABLE; experimental nonmissing 21/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_SPLIT_DESIGN_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Nominal_Composition_at_pct,TEXT,CHEMISTRY,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,NO,NO,NO,Direct source-supported information available before loading.,HIGH; experimental nonmissing 17/51 (33.33%),Nominal chemistry only; do not overwrite with measured chemistry.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Measured_Composition_Status,TEXT,CHEMISTRY,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 16/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: CHEMISTRY; classification is frozen for pre-deformation prediction.
Cr_at%_uncertainty,CONTINUOUS_NUMERIC,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,NO,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Mn_at%_uncertainty,CONTINUOUS_NUMERIC,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,NO,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Fe_at%_uncertainty,CONTINUOUS_NUMERIC,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,NO,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Co_at%_uncertainty,CONTINUOUS_NUMERIC,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,NO,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Ni_at%_uncertainty,CONTINUOUS_NUMERIC,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,NO,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),Retain source basis and scope; measured bulk is preferred over nominal only under the documented future policy.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Initial_Phase_State_Qualitative,TEXT,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",HIGH; experimental nonmissing 12/51 (23.53%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Initial_Phase_Status,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,YES,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 16/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Magnetic_transition_T_K,INTEGER_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Magnetic_transition_Status,TEXT,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,YES,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PHYSICS_THERMODYNAMICS; classification is frozen for pre-deformation prediction.
Low_T_Magnetic_Behavior,TEXT,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Low_T_Magnetic_Behavior_T_K,INTEGER_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Computational_Magnetic_States,TEXT,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_DOMAIN_ONLY,NOT_ELIGIBLE_EXPERIMENTAL_DOMAIN,ELIGIBLE_COMPUTATIONAL_DOMAIN_ONLY,COMPUTATIONAL_DOMAIN_ONLY,SOURCE_REPORTED_COMPUTATIONAL,NO,YES,NO,YES_FOR_EXPERIMENTAL_MODEL,The descriptor is confined to a non-equivalent computational domain.,NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,Retain outside the experimental feature matrix; do not use P017 to increase experimental sample count.,KEEP_IN_SEPARATE_COMPUTATIONAL_DOMAIN,Primary V1 family: COMPUTATIONAL_ONLY; classification is frozen for pre-deformation prediction.
PM_Model,TEXT,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_DOMAIN_ONLY,NOT_ELIGIBLE_EXPERIMENTAL_DOMAIN,ELIGIBLE_COMPUTATIONAL_DOMAIN_ONLY,COMPUTATIONAL_DOMAIN_ONLY,SOURCE_REPORTED_COMPUTATIONAL,NO,NO,NO,YES_FOR_EXPERIMENTAL_MODEL,The descriptor is confined to a non-equivalent computational domain.,NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,Retain outside the experimental feature matrix; do not use P017 to increase experimental sample count.,KEEP_IN_SEPARATE_COMPUTATIONAL_DOMAIN,Primary V1 family: COMPUTATIONAL_ONLY; classification is frozen for pre-deformation prediction.
AFM_Model,TEXT,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_DOMAIN_ONLY,NOT_ELIGIBLE_EXPERIMENTAL_DOMAIN,ELIGIBLE_COMPUTATIONAL_DOMAIN_ONLY,COMPUTATIONAL_DOMAIN_ONLY,SOURCE_REPORTED_COMPUTATIONAL,NO,NO,NO,YES_FOR_EXPERIMENTAL_MODEL,The descriptor is confined to a non-equivalent computational domain.,NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,Retain outside the experimental feature matrix; do not use P017 to increase experimental sample count.,KEEP_IN_SEPARATE_COMPUTATIONAL_DOMAIN,Primary V1 family: COMPUTATIONAL_ONLY; classification is frozen for pre-deformation prediction.
Computational_SFE_Scope,TEXT,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_DOMAIN_ONLY,NOT_ELIGIBLE_EXPERIMENTAL_DOMAIN,ELIGIBLE_COMPUTATIONAL_DOMAIN_ONLY,COMPUTATIONAL_DOMAIN_ONLY,SOURCE_REPORTED_COMPUTATIONAL,YES,YES,YES,YES_FOR_EXPERIMENTAL_MODEL,The descriptor is confined to a non-equivalent computational domain.,NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,Retain outside the experimental feature matrix; do not use P017 to increase experimental sample count.,KEEP_IN_SEPARATE_COMPUTATIONAL_DOMAIN,Primary V1 family: COMPUTATIONAL_ONLY; classification is frozen for pre-deformation prediction.
SFE_Relative_Trend,TEXT,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_DOMAIN_ONLY,NOT_ELIGIBLE_EXPERIMENTAL_DOMAIN,ELIGIBLE_COMPUTATIONAL_DOMAIN_ONLY,COMPUTATIONAL_DOMAIN_ONLY,SOURCE_REPORTED_COMPUTATIONAL,YES,YES,YES,YES_FOR_EXPERIMENTAL_MODEL,The descriptor is confined to a non-equivalent computational domain.,NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,Retain outside the experimental feature matrix; do not use P017 to increase experimental sample count.,KEEP_IN_SEPARATE_COMPUTATIONAL_DOMAIN,Primary V1 family: COMPUTATIONAL_ONLY; classification is frozen for pre-deformation prediction.
Finite_T_SFE_Excitations_Status,TEXT,COMPUTATIONAL_ONLY,COMPUTATIONAL_ONLY,COMPUTATIONAL_DOMAIN_ONLY,NOT_ELIGIBLE_EXPERIMENTAL_DOMAIN,ELIGIBLE_COMPUTATIONAL_DOMAIN_ONLY,COMPUTATIONAL_DOMAIN_ONLY,SOURCE_REPORTED_COMPUTATIONAL,YES,YES,YES,YES_FOR_EXPERIMENTAL_MODEL,The descriptor is confined to a non-equivalent computational domain.,NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,Retain outside the experimental feature matrix; do not use P017 to increase experimental sample count.,KEEP_IN_SEPARATE_COMPUTATIONAL_DOMAIN,Primary V1 family: COMPUTATIONAL_ONLY; classification is frozen for pre-deformation prediction.
P010_Record_Role,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
P010_Recovery_Provenance_JSON,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Processing_State_ID,TEXT,IDENTITY_GROUPING,IDENTIFIER_ONLY,IDENTITY_CONTROL_ONLY,NOT_ELIGIBLE_AS_PREDICTOR,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"The identifier can memorize paper, material, condition, or observation identity.",NOT_MODEL_APPLICABLE; experimental nonmissing 9/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_IDENTITY_CONTROL_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Source_Material_ID,TEXT,IDENTITY_GROUPING,GROUPING_ONLY,SPLIT_AND_DEPENDENCE_CONTROL_ONLY,SPLIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,A grouping key would expose dependence or study/material identity.,NOT_MODEL_APPLICABLE; experimental nonmissing 4/51,"Use only for identity, dependence control, or grouped split design.",RETAIN_FOR_SPLIT_DESIGN_ONLY,Primary V1 family: IDENTITY_GROUPING; classification is frozen for pre-deformation prediction.
Sintering_T_C,INTEGER_NUMERIC,PROCESSING,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,NO,NO,NO,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 4/51 (7.84%),Must describe processing completed before the tensile test; route text is not encoded in this task.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Relative_Density_pct,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,NO,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 4/51 (7.84%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Effective_Grain_Size_Including_TB_PhaseBoundary_um,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,YES,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 4/51 (7.84%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Initial_Sigma3_TB_fraction,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,NO,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 10/51 (19.61%),Initial annealing-twin state only; never establish deformation TWIP.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Initial_Twin_Type,TEXT,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 10/51 (19.61%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Mn_Oxide_Area_Fraction,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,NO,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 4/51 (7.84%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
SPS_Pressure_MPa,INTEGER_NUMERIC,PROCESSING,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,NO,NO,NO,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 4/51 (7.84%),Must describe processing completed before the tensile test; route text is not encoded in this task.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
SPS_Time_min,INTEGER_NUMERIC,PROCESSING,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,NO,NO,NO,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 4/51 (7.84%),Must describe processing completed before the tensile test; route text is not encoded in this task.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
SPS_Vacuum_Pa,CONTINUOUS_NUMERIC,PROCESSING,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,NO,NO,NO,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 4/51 (7.84%),Must describe processing completed before the tensile test; route text is not encoded in this task.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Detwinning,BINARY_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 2/51 (3.92%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Feedstock_Composition_at_pct,TEXT,CHEMISTRY,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 4/51 (7.84%),Feedstock scope only; not automatically specimen bulk chemistry.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Feedstock_Composition_Method,TEXT,CHEMISTRY,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 4/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: CHEMISTRY; classification is frozen for pre-deformation prediction.
Feedstock_Composition_Scope,TEXT,CHEMISTRY,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 4/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: CHEMISTRY; classification is frozen for pre-deformation prediction.
