Paper_ID,Record_ID,Parent_ID,Current_Role,Independent_Experimental,Independent_Computational,Possible_Duplicate_Group,Issue_Type,Severity,Recommended_Action,Evidence
P012,P012_OBS_BASE_77_eps020,P012_MC_BASE_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_BASE_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_MO_77_eps010,P012_MC_MO_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_MO_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_MO_77_eps020,P012_MC_MO_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_MO_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_MO_77_eps050,P012_MC_MO_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_MO_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_77_eps010,P012_MC_C_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_77_eps020,P012_MC_C_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_77_eps040,P012_MC_C_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P012,P012_OBS_C_77_eps050,P012_MC_C_77K,EXPERIMENTAL_STAGE_CHILD,False,False,P012_MC_C_77K,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P013,P013_OBS_CONDITION,P013_MC_ASCAST_RT,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P013_MC_ASCAST_RT,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P013,P013_OBS_0MPa,P013_MC_ASCAST_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P013_MC_ASCAST_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P013,P013_OBS_TRIP_ONSET,P013_MC_ASCAST_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P013_MC_ASCAST_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P013,P013_OBS_TENSILE_TWIP_ONSET,P013_MC_ASCAST_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P013_MC_ASCAST_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P013,P013_OBS_COMPRESSION_TWIP_ONSET,P013_MC_ASCAST_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P013_MC_ASCAST_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P013,P013_OBS_FRACTURE,P013_MC_ASCAST_RT,EXPERIMENTAL_STAGE_CHILD,False,False,P013_MC_ASCAST_RT,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P014,P014_OBS_CONDITION_ASCAST,P014_MC_ASCAST,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P014_MC_ASCAST,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P014,P014_OBS_CONDITION_CR,P014_MC_CR,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P014_MC_CR,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P014,P014_OBS_CONDITION_A600,P014_MC_A600,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P014_MC_A600,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P014,P014_OBS_CONDITION_A650,P014_MC_A650,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P014_MC_A650,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P014,P014_OBS_CONDITION_A700,P014_MC_A700,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P014_MC_A700,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P014,P014_OBS_A600_eps0,P014_MC_A600,EXPERIMENTAL_STAGE_CHILD,False,False,P014_MC_A600,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P014,P014_OBS_A600_eps15,P014_MC_A600,EXPERIMENTAL_STAGE_CHILD,False,False,P014_MC_A600,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P014,P014_OBS_A600_eps30,P014_MC_A600,EXPERIMENTAL_STAGE_CHILD,False,False,P014_MC_A600,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P014,P014_OBS_A600_FRACTURE,P014_MC_A600,EXPERIMENTAL_STAGE_CHILD,False,False,P014_MC_A600,CORRELATED_STAGE,P0_IF_COUNTED,EXCLUDE_FROM_INDEPENDENT_COUNT; RETAIN_AS_SUPPORT,Data_Origin=EXPERIMENTAL; Observation_Role=REPEATED_STAGE; QC_Duplicate_Status=STAGE_CORRELATED_EXCLUDED
P015,P015_OBS_298K,P015_MC_298K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P015_MC_298K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P015,P015_OBS_77K,P015_MC_77K,EXPERIMENTAL_PRIMARY_CONDITION,True,False,P015_MC_77K,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=EXPERIMENTAL; Observation_Role=INDEPENDENT_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A05_300K_SR1E10,P017_SIM_A05_300K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A05_300K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A05_700K_SR1E10,P017_SIM_A05_700K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A05_700K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A05_1000K_SR1E10,P017_SIM_A05_1000K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A05_1000K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A05_1300K_SR1E10,P017_SIM_A05_1300K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A05_1300K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A05_300K_SR1E9,P017_SIM_A05_300K_SR1E9,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A05_300K_SR1E9,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A05_300K_SR1E8,P017_SIM_A05_300K_SR1E8,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A05_300K_SR1E8,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A15_300K_SR1E10,P017_SIM_A15_300K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A15_300K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A15_700K_SR1E10,P017_SIM_A15_700K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A15_700K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A15_1000K_SR1E10,P017_SIM_A15_1000K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A15_1000K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A15_1300K_SR1E10,P017_SIM_A15_1300K_SR1E10,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A15_1300K_SR1E10,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A15_300K_SR1E9,P017_SIM_A15_300K_SR1E9,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A15_300K_SR1E9,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
P017,P017_OBS_A15_300K_SR1E8,P017_SIM_A15_300K_SR1E8,COMPUTATIONAL_PRIMARY_CONDITION,False,True,P017_SIM_A15_300K_SR1E8,NONE,INFO,RETAIN_AS_SINGLE_INDEPENDENT_CONDITION,Data_Origin=COMPUTATIONAL_MD; Observation_Role=COMPUTATIONAL_CONDITION; QC_Duplicate_Status=NO_DOUBLE_COUNT
